Cust_ID,Target,Age,Gender,Balance,Occupation,No_OF_CR_TXNS,AGE_BKT,Holding_Period,SCR
C10653129,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10654648,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10655719,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10656420,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10657517,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10658579,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10659788,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10660690,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10661277,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10662133,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10663464,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10664762,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10665881,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10666269,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10667956,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10668731,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10669253,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10670978,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10671159,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10672508,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10673676,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10674908,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10675317,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10676229,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10677244,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10678462,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10679391,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10680345,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10681559,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10682835,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10683726,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10684793,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10685931,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10686146,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10687542,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10688733,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10689792,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10690329,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10691529,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10692137,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10693443,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10694723,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10695106,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10696563,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10697654,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10698671,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10699700,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10700529,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10701354,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10702106,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10703416,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10704204,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10705923,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10706243,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10707135,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10708574,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10709661,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10710749,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10711186,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10712148,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10713721,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10714455,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10715579,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10716227,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10717680,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10718920,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10719854,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10720572,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10721382,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10722688,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10723726,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10724904,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10725746,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10726413,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10727865,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10728426,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10729247,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10730239,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10731258,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10732555,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10733618,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10734744,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10735254,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10736289,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10737867,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10738157,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10739629,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10740312,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10741862,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10742598,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10743274,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10744920,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10745729,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10746872,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10747155,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10748204,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10749226,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10750521,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10751726,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10752635,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10753415,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10754374,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10755846,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10756706,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10757747,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10758318,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10759364,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10760630,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10761984,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10762161,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10763534,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10764353,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10765253,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10766308,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10767595,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10768740,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10769886,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10770594,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10771949,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10772155,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10773537,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10774494,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10775891,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10776883,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10777289,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10778390,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10779311,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10780816,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10781755,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10782185,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10783184,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10784587,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10785314,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10786422,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10787854,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10788231,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10789413,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10790403,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10791780,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10792751,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10793712,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10794857,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10795118,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10796545,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10797431,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10798665,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10799805,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10800458,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10801989,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10802491,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10803149,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10804806,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10805412,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10806278,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10807761,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10808168,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10809858,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10810295,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10811114,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10812995,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10813239,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10814635,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10815219,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10816357,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10817660,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10818363,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10819371,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10820466,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10821344,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10822983,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10823758,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10824105,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10825774,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10826381,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10827597,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10828888,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10829317,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10830835,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10831732,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10832317,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10833804,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10834588,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10835818,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10836961,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10837804,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10838843,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10839951,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10840615,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10841448,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10842687,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10843269,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10844870,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10845731,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10846558,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10847469,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10848508,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10849441,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10850100,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10851863,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10852408,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10853888,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10854871,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10855822,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10856895,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10857562,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10858236,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10859835,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10860896,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10861356,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10862125,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10863548,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10864349,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10865555,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10866318,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10867285,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10868137,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10869926,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10870371,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10871714,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10872990,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10873739,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10874912,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10875901,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10876299,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10877767,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10878716,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10879628,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10880827,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10881860,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10882200,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10883667,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10884393,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10885707,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10886533,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10887853,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10888178,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10889911,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10890879,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10891902,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10892243,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10893791,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10894135,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10895911,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10896242,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10897706,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10898182,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10899768,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10900385,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10901696,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10902460,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10903125,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10904223,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10905657,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10906628,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10907938,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10908780,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10909696,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10910774,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10911880,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10912963,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10913743,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10914152,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10915637,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10916931,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10917756,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10918809,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10919970,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10920654,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10921589,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10922210,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10923253,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10924274,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10925570,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10926269,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10927496,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10928757,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10929282,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10930886,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10931340,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10932386,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10933370,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10934404,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10935759,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10936446,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10937881,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10938242,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10939572,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10940852,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10941578,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10942108,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10943670,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10944189,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10945234,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10946440,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10947632,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10948209,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10949166,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10950655,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10951776,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10952504,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10953629,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10954230,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10955715,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10956184,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10957801,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10958889,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10959251,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10960311,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10961733,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10962267,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10963833,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10964257,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10965928,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10966453,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10967510,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10968665,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10969320,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10970217,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10971551,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10972560,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10973727,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10974811,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10975476,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10976233,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10977892,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10978649,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10979235,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10980302,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10981463,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10982984,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10983357,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10984531,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10985253,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10986264,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10987923,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10988796,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10989264,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10990509,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10991729,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10992988,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10993576,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10994696,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10995404,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10996401,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10997212,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10998529,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10999765,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11000486,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11001652,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11002966,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11003364,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11004726,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11005778,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11006633,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11007140,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11008363,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11009151,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11010939,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11011741,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11012972,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11013115,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11014136,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11015476,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11016773,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11017571,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11018221,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11019561,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11020220,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11021203,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11022165,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11023393,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11024965,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11025731,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11026797,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11027317,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11028367,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11029951,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11030673,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11031106,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11032643,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11033494,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11034673,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11035813,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11036294,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11037273,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11038873,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11039940,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11040973,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11041983,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11042245,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11043101,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11044688,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11045405,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11046628,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11047460,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11048388,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11049977,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11050499,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11051414,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11052580,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11053812,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11054691,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11055907,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11056616,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11057997,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11058217,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11059900,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11060712,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11061305,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11062660,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11063405,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11064623,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11065573,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11066227,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11067569,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11068506,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11069765,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11070653,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11071713,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11072385,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11073276,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11074184,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11075203,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11076887,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11077804,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11078961,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11079533,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11080404,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11081731,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11082491,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11083796,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11084350,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11085482,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11086589,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11087629,NA,NA,NA,NA,NA,NA,NA,NA,NA
